case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-00334,TXN-847332,charged the wrong amount. possible mix up,Incorrect transaction amount,56468.39,False,False,False,True
SYN-01103,TXN-100569,membership was cancelled but billing continued. possible mix up,Subscription cancellation dispute,72911.69,False,False,False,True
SYN-00113,TXN-713762,did not receive the product. possible mix up,Product not received,21005.39,False,False,False,True
SYN-00849,TXN-502824,my parcel has not arrived,Product not received,41674.32,True,False,True,True
SYN-01454,TXN-519791,amount taken is higher than greed. ref tx,Incorrect transaction amount,56575.94,False,False,False,True
SYN-01372,TXN-576364,refund promised but not received,Refund not processed,31886.26,True,False,True,True
SYN-00821,TXN-936997,unknown purchase on my statement,Transaction not recognized,26597.36,False,False,False,True
SYN-00553,TXN-844904,did not receive the product. urgent,Product not received,50493.23,True,False,True,True
SYN-01000,TXN-618172,I have another issue with this transaction,Other,21738.84,False,False,False,True
SYN-00778,TXN-256557,item is different from its description. custmer says,Product not as described,5151.8,False,False,False,True
SYN-01141,TXN-905671,I do not recognize this payment,Transaction not recognized,36159.3,False,False,False,True
SYN-00273,TXN-934042,order never delivered although tracking says pending,Product not received,42124.03,False,False,False,True
SYN-00875,TXN-409499,same transaction debited two ties. urgent,Duplicate charge,25898.83,False,True,True,True
SYN-00929,TXN-726680,my parcel has not arrived,Product not received,61314.31,True,False,True,True
SYN-00123,TXN-715448,duplicate payment appears on my card. possible mix up,Duplicate charge,22531.28,False,False,False,True
SYN-00685,TXN-908239,I do not recognize this payment. please help,Transaction not recognized,11792.55,False,False,False,True
SYN-01032,TXN-536471,I have another issue with this transaction,Other,3584.4,False,False,False,True
SYN-00403,TXN-769077,charged twice for the same order,Duplicate charge,18232.16,True,False,True,True
SYN-01510,TXN-346339,invoice total differs from debit,Incorrect transaction amount,13965.67,True,False,True,True
SYN-01524,TXN-220034,return completed but money not credited,Refund not processed,45970.0,False,True,True,True
SYN-01049,TXN-309174,my parcel has not arrived,Product not received,9855.55,False,False,False,True
SYN-00532,TXN-606545,merchant has not processed my refund,Refund not processed,66903.75,False,False,False,True
SYN-00993,TXN-904894,order never delivered although tracking says pending. merchant disagrees,Product not received,38823.69,True,True,True,True
SYN-00622,TXN-681866,invoice total differs from debit,Incorrect transaction amount,27891.3,False,False,False,True
SYN-01036,TXN-823825,return completed but money not credited,Refund not processed,51861.23,False,False,False,True
SYN-00682,TXN-228074,product quality and colour do not match,Product not as described,41308.13,False,False,False,True
SYN-00296,TXN-858414,payment dispute needs investigation. ref tx,Other,60557.08,True,False,True,True
SYN-00130,TXN-659543,product quality and colour do not match,Product not as described,50641.61,True,False,True,True
SYN-00156,TXN-355400,merchant has not processed my refund. urgent,Refund not processed,59052.02,False,True,True,True
SYN-01593,TXN-703075,my parcel has not arrived,Product not received,39030.81,False,False,False,True
SYN-00975,TXN-391265,renewal debit after cancellation,Subscription cancellation dispute,59267.09,True,True,True,True
SYN-00961,TXN-829765,my parcel has not arrived. mechant disagrees,Product not received,20142.36,False,False,False,True
SYN-01272,TXN-512925,I have another issue with this transaction,Other,52615.2,False,False,False,True
SYN-01417,TXN-709467,my parcel has not arrived,Product not received,33418.38,False,True,True,True
SYN-00335,TXN-809922,membership was cancelled but billing continued,Subscription cancellation dispute,63738.14,False,False,False,True
SYN-01030,TXN-587227,charged the wrong amount,Incorrect transaction amount,31093.26,False,False,False,True
SYN-00558,TXN-207458,charged the wrong amount,Incorrect transaction amount,61088.98,False,True,True,True
SYN-01081,TXN-224535,my parcel has not arrived,Product not received,42014.76,True,True,True,True
SYN-01330,TXN-628345,service was not as advertised,Product not as described,69863.59,True,False,True,True
SYN-01017,TXN-513316,order never delivered although tracking says pending,Product not received,51111.51,True,False,True,True
SYN-01409,TXN-769952,order never delivered althoughtracking says pending. custmer says,Product not received,47644.75,False,False,False,True
SYN-00947,TXN-519677,duplicate payment appears on my card,Duplicate charge,60113.42,False,False,False,True
SYN-01064,TXN-410089,unclear problem with this purchase. detail missing,Other,65710.71,False,False,True,True
SYN-01211,TXN-477048,duplicate payment appears on my card. ref tx,Duplicate charge,36191.05,True,False,True,True
SYN-01514,TXN-397189,product quality and colour do not match,Product not as described,11282.0,False,False,False,True
SYN-00397,TXN-171734,unknown purchase on my statement. possible mix up,Transaction not recognized,50849.53,False,False,False,True
SYN-01537,TXN-617530,did not receive the product,Product not received,4861.23,False,False,False,True
SYN-00851,TXN-612997,duplicate payment appears on my card,Duplicate charge,44551.91,True,False,True,True
SYN-01554,TXN-335351,item is different from its description. details missing,Product not as described,33412.12,True,False,True,True
SYN-01202,TXN-355376,item is different from its description. details missing,Product not as described,32251.07,True,False,True,True
SYN-01596,TXN-666052,refund promised but not received. details missing,Refund not processed,67709.99,False,True,True,True
SYN-01305,TXN-295200,order never delivered although tracking says pending. ref tx,Product not received,66786.57,False,True,True,True
SYN-01273,TXN-665163,did not receive the product,Product not received,62818.2,False,True,True,True
SYN-00164,TXN-409222,refund promised but not received. custmer says,Refund not processed,44884.51,False,False,False,True
SYN-01273,TXN-665163,did not receive the product,Product not received,62818.2,False,True,True,True
SYN-00077,TXN-513160,unknown purchase on my statement,Transaction not recognized,40151.98,False,False,False,True
SYN-00585,TXN-861200,did not receive the product,Product not received,56172.33,False,False,False,True
SYN-00611,TXN-791691,charged twice for the same order. ref tx,Duplicate charge,13804.12,False,False,False,True
SYN-00489,TXN-597635,my parcel has not arrived,Product not received,72046.88,False,False,False,True
SYN-00726,TXN-828834,charged the wrong amount,Incorrect transaction amount,74424.19,False,False,False,True
SYN-00060,TXN-400850,return completed but money not credited,Refund not processed,229.36,True,False,True,True
SYN-01088,TXN-564620,payment dispute needs investigation,Other,50348.87,True,True,True,True
SYN-01051,TXN-627935,charged twice for the same order,Duplicate charge,13267.84,True,False,True,True
SYN-00995,TXN-534631,same transaction debited two times. urgent,Duplicate charge,15059.24,False,False,False,True
SYN-01335,TXN-224888,renewal debit after cancellation,Subscription cancellation dispute,20284.16,False,False,False,True
SYN-00742,TXN-725329,charged the wrong amount. possible mix up,Incorrect transaction amount,46004.29,False,False,False,True
SYN-01558,TXN-401380,amount taken is higher than agreed,Incorrect transaction amount,69948.89,False,False,False,True
SYN-00372,TXN-247111,return completed but money not credited,Refund not processed,36824.71,False,False,False,True
SYN-01089,TXN-841761,did not receive the product. please help,Product not received,59752.47,False,False,False,True
SYN-00408,TXN-662445,unclear problem with this purchase. please help,Other,60642.7,False,False,True,True
SYN-01057,TXN-481405,order never delivered although tracking says pending,Product not received,11740.48,False,False,False,True
SYN-00224,TXN-889882,payment dispute needs investigation,Other,19147.12,False,False,False,True
SYN-00200,TXN-874661,I have another issue with this transaction. ref tx,Other,52771.45,True,True,True,True
SYN-00319,TXN-689849,renewal debit after cancellation,Subscription cancellation dispute,31161.39,False,False,False,True
SYN-00143,TXN-409445,renewal debit after cancellation. possible mix up,Subscription cancellation dispute,6941.07,False,False,False,True
SYN-01343,TXN-620052,membership was cancelled but billing continued. urgent,Subscription cancellation dispute,36029.19,False,True,True,True
SYN-00209,TXN-992512,my parcel has not arrived,Product not received,63472.59,False,True,True,True
SYN-00201,TXN-289019,did not receive the prouct,Product not received,27321.67,False,False,False,True
SYN-00865,TXN-223215,order never deliveredalthough tracking says pending,Product not received,17825.03,True,True,True,True
SYN-00523,TXN-113368,charged twice for the same order,Duplicate charge,17740.23,False,False,False,True
SYN-01079,TXN-270753,membership was cancelled but billing continued,Subscription cancellation dispute,31385.21,False,False,False,True
SYN-00062,TXN-640490,amount taken is higher than agreed,Incorrect transaction amount,6541.79,False,True,True,True
SYN-00406,TXN-400404,amount taken is higher than agreed. merchant disagrees,Incorrect transaction amount,29967.93,False,False,False,True
SYN-00029,TXN-662336,I never authorized this transaction. ref tx,Transaction not recognized,14530.13,False,True,True,True
SYN-00781,TXN-326639,unknown purchase on my statement,Transaction not recognized,71314.31,True,False,True,True
SYN-00218,TXN-651613,item is different from its description,Product not as described,27172.52,False,False,False,True
SYN-00307,TXN-436241,charged twice for the same order,Duplicate charge,50505.06,True,False,True,True
SYN-00385,TXN-764406,order never delivered although tracking says pending,Product not received,34008.43,True,False,True,True
